160,439,24
160,440,22
138,27,18
153,111,13
154,85,22
159,73,23
162,79,25
102,172,21
89,188,28
92,81,1
173,165,29
89,193,21
89,197,32
131,6,34
96,405,18
127,192,14
99,124,14
131,11,9
125,12,9
130,41,22
161,592,10
105,252,29
95,108,19
166,153,35
105,256,17
113,247,4
100,175,11
170,165,25
89,200,21
101,77,25
169,475,1
139,64,17
153,114,14
107,178,19
125,16,18
107,182,30
120,182,13
153,116,20
102,174,25
137,74,13
177,153,23
144,349,6
167,509,32
176,147,18
114,136,17
142,274,36
133,509,26
139,68,23
109,21,34
112,69,32
97,255,5
147,346,25
100,176,19
184,143,34
176,150,10
119,476,36
115,264,23
182,12,23
137,79,1
177,157,5
111,483,32
153,118,22
142,277,20
164,514,2
140,325,4
158,579,36
140,326,24
129,175,27
142,279,2
180,261,33
155,304,22
151,33,35
145,550,22
128,147,11
108,130,18
157,89,5
102,176,16
115,265,6
124,167,14
188,266,27
135,249,6
173,166,4
147,350,2
186,66,36
103,271,21
191,213,20
117,302,8
178,58,12
112,71,26
135,250,36
166,157,27
133,513,20
139,73,16
105,260,9
104,359,11
162,80,5
169,478,27
123,402,37
144,354,31
104,362,5
104,365,8
187,272,33
131,13,5
159,75,21
193,318,17
183,538,31
115,268,12
140,331,22
105,265,34
156,463,33
186,69,26
162,85,24
122,84,20
110,359,10
165,32,5
100,179,22
153,122,12
167,513,8
173,171,17
146,522,8
181,55,5
194,9,19
159,79,33
130,46,14
107,186,10
156,468,37
191,214,35
197,208,30
185,435,6
118,217,11
122,87,16
157,92,24
126,132,24
105,267,8
106,370,13
194,14,28
113,252,5
178,59,33
190,168,32
103,274,33
128,150,14
137,83,35
189,702,22
120,186,4
109,26,9
174,441,41
140,332,27
120,189,33
113,257,1
161,593,27
178,61,31
196,69,18
191,215,15
206,151,22
176,155,15
208,221,11
130,50,25
175,708,29
110,364,41
187,274,24
172,270,32
145,553,42
119,477,13
204,539,18
118,218,23
160,442,15
188,268,11
167,515,29
124,169,14
176,160,7
110,369,1
158,584,40
205,202,42
196,72,1
134,37,26
135,254,10
175,711,1
184,146,14
188,273,31
139,76,10
175,713,40
171,161,27
142,283,27
127,197,19
115,271,35
196,74,19
138,32,15
179,272,20
143,453,23
135,255,3
169,483,15
130,52,3
176,165,4
122,92,6
164,519,21
122,97,19
169,485,5
138,37,20
124,174,44
186,71,24
122,102,32
179,275,26
131,16,29
121,145,7
130,55,41
117,304,42
132,53,29
133,514,4
147,354,14
183,539,42
207,166,42
160,445,1
162,90,13
144,359,27
114,140,16
156,471,9
207,168,5
138,38,43
153,125,1
172,271,18
221,24,24
226,97,36
185,436,37
142,284,26
218,696,22
219,506,29
175,715,2
122,104,23
223,598,45
179,277,17
181,57,2
177,158,3
225,86,8
216,315,45
229,389,19
161,594,8
228,327,22
189,707,45
224,159,35
118,223,14
198,21,1
163,41,37
225,90,18
144,363,29
189,711,31
130,57,27
164,524,33
224,161,10
196,78,25
178,62,4
154,90,15
194,18,30
178,65,6
178,68,28
149,488,31
199,364,34
228,332,33
138,39,20
189,715,34
199,365,3
197,212,13
121,147,16
186,72,17
142,286,43
213,85,8
141,166,30
141,167,31
223,602,44
144,368,10
159,84,33
212,842,30
145,555,34
164,528,39
139,80,32
125,20,7
182,16,6
158,588,43
222,765,2
179,281,31
178,71,25
140,335,25
238,19,11
219,508,18
238,22,46
173,175,45
172,276,25
219,509,15
128,155,8
130,58,2
167,517,39
210,345,14
172,279,12
143,457,2
166,159,13
145,558,45
136,93,18
154,91,38
144,371,12
183,544,14
225,91,2
164,532,24
161,595,45
213,87,8
151,35,47
134,38,6
227,30,29
136,96,3
246,127,3
244,381,21
127,199,20
207,169,7
239,583,24
138,41,1
170,168,21
140,339,11
226,99,28
140,340,29
152,563,9
141,170,35
222,768,43
168,204,3
162,91,10
136,99,8
213,90,10
244,386,16
165,33,27
245,809,44
185,439,42
242,25,37
136,103,29
202,5,43
195,420,4
227,31,43
203,375,15
180,264,4
217,105,7
128,160,12
244,391,4
226,103,14
227,32,9
193,322,14
254,332,14
199,369,26
175,719,13
179,285,1
175,723,6
255,752,47
155,309,44
249,643,22
222,773,21
170,170,37
244,392,1
130,59,19
214,565,42
195,423,48
204,543,40
183,548,44
135,259,50
247,34,49
143,462,22
177,159,23
156,475,41
260,862,18
131,18,4
238,25,16
164,536,13
167,521,7
145,559,8
172,282,52
154,95,46
176,170,48
162,92,7
159,87,34
217,106,29
251,241,50
189,716,4
146,525,12
184,148,7
187,278,39
252,224,23
208,223,48
173,176,39
255,754,29
228,334,50
250,13,36
215,3,2
235,830,45
154,98,7
266,961,8
170,175,35
217,107,47
240,21,19
179,290,23
264,761,22
207,174,9
265,143,12
158,590,50
255,759,37
213,93,4
185,444,26
154,102,52
238,27,2
225,94,18
152,567,50
153,126,20
233,150,3
237,743,19
234,146,41
156,476,9
202,9,41
220,102,40
252,228,21
265,146,37
227,35,40
149,490,17
257,350,18
244,393,25
162,96,24
237,747,36
257,354,50
171,162,52
209,710,32
173,178,22
160,449,1
255,763,28
156,478,43
199,371,36
232,470,4
259,64,54
257,356,23
225,96,55
233,155,27
169,487,51
267,210,1
259,69,45
256,193,3
158,594,21
163,45,37
222,774,5
238,28,56
154,105,35
266,964,37
167,525,11
164,540,29
219,510,11
161,600,43
150,109,29
199,376,49
246,130,21
153,128,33
278,655,12
258,262,7
270,301,6
283,157,7
164,545,1
158,599,46
215,7,17
196,80,5
162,101,27
233,157,21
184,151,12
184,155,27
255,766,35
199,380,24
207,177,18
232,473,25
170,179,2
152,572,34
154,106,52
274,253,31
223,605,17
214,569,33
200,112,34
280,495,14
286,832,22
191,220,33
157,96,22
188,278,40
149,493,4
244,394,27
147,356,15
190,172,56
237,750,8
281,22,23
266,965,53
252,230,16
159,91,24
252,233,26
219,514,52
278,656,31
286,835,6
268,138,54
290,59,5
242,26,46
207,180,35
211,195,4
285,317,29
257,361,31
174,442,1
192,207,9
186,77,36
248,194,13
262,66,17
226,105,15
291,941,52
199,384,45
165,34,12
229,394,24
203,378,39
273,22,30
270,306,2
222,777,5
178,75,17
271,99,13
253,40,42
225,97,15
252,235,30
210,349,58
247,39,36
205,204,4
285,319,24
173,183,28
215,8,28
242,28,10
258,267,25
200,114,25
222,781,11
270,309,29
262,70,56
244,398,4
300,44,51
157,101,40
262,73,7
248,195,18
286,838,20
257,363,41
279,694,16
299,529,48
234,149,34
190,175,42
218,698,59
230,849,6
249,645,31
287,157,43
186,81,4
176,172,42
282,580,8
218,703,23
307,4,1
261,853,55
281,25,56
278,661,23
164,549,30
198,25,56
230,852,51
195,427,45
284,461,36
243,128,47
236,565,40
176,174,54
283,161,55
176,176,7
239,586,42
230,853,23
166,160,55
178,76,38
309,842,16
283,163,51
195,428,54
213,98,45
275,168,29
261,858,48
210,353,28
243,131,1
210,354,36
265,151,5
161,603,48
275,171,63
159,94,31
284,464,18
163,50,37
287,162,52
239,591,59
203,383,61
275,175,7
280,498,2
277,272,43
303,209,24
167,527,54
261,859,5
209,713,51
297,125,13
233,160,55
202,11,11
214,574,3
217,109,32
173,188,20
300,49,56
318,114,27
250,16,52
306,183,18
288,25,17
268,139,61
320,29,11
242,33,59
184,158,8
170,180,39
174,445,26
298,111,40
286,841,28
169,490,31
221,27,59
170,183,14
266,968,26
193,326,62
200,118,33
182,17,63
190,177,5
214,577,7
186,86,11
286,844,13
306,184,32
261,863,14
277,276,63
274,256,24
204,545,27
298,116,2
327,1028,35
187,283,2
285,322,22
316,928,41
202,16,6
310,141,10
191,222,55
328,24,9
233,161,65
175,727,65
179,291,32
264,765,41
242,36,30
166,162,55
299,532,47
301,24,22
306,188,43
289,204,40
192,208,22
205,206,35
321,985,66
276,96,50
226,107,8
304,505,28
185,448,51
204,550,19
184,160,65
261,866,46
255,770,12
216,319,46
332,149,31
249,649,32
280,500,18
301,29,53
261,870,35
200,120,58
308,450,5
211,196,46
288,29,58
316,931,15
303,212,54
255,773,44
175,728,12
338,650,39
306,192,34
203,384,18
295,379,38
295,383,35
329,945,34
311,325,65
300,51,38
234,152,15
223,606,47
302,44,27
289,206,30
330,171,28
216,322,63
237,752,27
323,784,17
215,10,58
310,143,32
310,145,65
235,834,3
254,335,39
179,296,50
181,60,34
331,475,26
324,89,56
231,645,61
342,782,10
308,454,33
326,668,34
174,447,31
301,32,28
298,118,34
268,140,46
342,785,18
276,101,57
340,460,18
214,581,59
325,415,48
283,168,61
198,30,44
294,9,44
327,1033,1
279,698,46
188,282,2
331,480,42
191,224,22
322,345,49
178,80,7
276,106,36
189,721,35
317,798,44
278,666,48
330,174,51
188,284,56
184,162,5
240,26,9
223,611,61
245,813,54
240,27,25
294,10,31
189,726,55
215,13,16
333,214,8
329,948,27
191,227,25
327,1036,10
275,178,66
182,20,47
241,703,57
333,219,35
237,755,66
232,476,30
204,553,51
229,398,40
272,105,1
276,110,61
306,194,41
250,21,44
282,583,71
267,211,23
317,802,70
245,816,45
356,112,30
245,818,53
186,90,71
263,409,2
214,585,33
334,791,37
335,576,1
289,210,3
342,787,6
248,196,70
269,291,63
345,706,40
262,75,11
225,102,35
339,865,72
359,153,1
299,535,42
272,106,33
337,55,71
308,459,51
259,74,40
272,108,65
197,217,13
265,156,19
320,33,10
186,94,61
206,154,15
274,258,27
280,503,8
264,769,67
191,232,20
232,478,13
293,392,52
210,359,62
241,707,26
318,119,52
293,394,2
280,507,47
248,201,54
307,8,71
352,1094,49
286,848,54
333,222,62
243,132,5
266,970,38
288,33,59
232,479,42
361,191,7
355,285,62
339,866,55
329,951,66
319,1072,16
219,519,22
187,287,29
199,389,51
266,971,5
346,70,62
340,463,42
319,1077,38
234,157,38
305,485,39
346,72,46
195,431,45
286,850,40
192,213,30
284,469,41
316,932,34
312,92,48
362,152,23
371,86,59
237,759,74
375,495,20
298,119,40
277,280,48
350,317,69
319,1078,49
351,459,14
238,33,39
194,21,5
330,177,47
278,668,72
217,111,28
202,21,25
230,857,28
358,172,33
246,135,71
192,218,39
354,270,23
236,566,31
307,9,22
224,165,30
237,761,17
316,936,12
348,30,68
216,324,66
219,520,52
301,34,6
249,653,62
309,844,67
218,704,40
276,111,16
244,400,15
251,244,46
208,227,62
327,1040,44
302,45,31
304,510,75
240,30,6
259,79,27
337,58,39
233,165,54
374,28,48
326,671,33
374,29,38
224,168,71
211,197,7
374,33,4
325,420,4
335,578,7
219,524,75
263,414,30
210,362,27
211,199,25
266,976,67
257,365,5
303,217,36
263,418,36
330,182,71
306,196,61
272,113,72
247,40,25
235,836,4
229,403,75
313,12,32
295,385,47
343,25,26
223,615,29
365,978,67
361,194,26
232,482,13
289,211,29
254,337,30
231,647,36
251,245,33
382,50,36
303,222,56
294,11,8
323,785,43
250,26,24
372,298,29
252,240,78
391,1254,54
341,319,24
389,887,68
277,284,59
287,165,49
341,321,2
313,15,59
365,983,71
212,847,31
243,133,37
255,775,38
265,159,27
380,640,53
219,526,14
297,127,11
349,1067,74
268,144,24
282,584,40
270,313,64
261,872,24
323,788,42
327,1041,77
379,270,48
364,166,59
226,110,7
277,286,65
377,144,15
334,795,15
213,100,48
216,329,31
399,877,60
395,13,80
203,388,25
204,557,46
370,222,33
210,365,1
274,259,25
209,716,45
250,29,59
381,83,11
249,655,12
251,247,15
311,328,45
265,163,19
246,140,2
308,461,61
312,93,57
397,537,15
381,85,62
209,719,23
390,758,59
398,189,54
354,274,48
334,797,74
238,37,22
283,169,24
301,36,34
227,40,16
310,146,71
219,531,43
257,369,16
356,117,1
333,223,38
228,339,61
373,127,38
351,464,31
272,116,74
273,24,23
243,137,22
399,878,77
328,27,79
246,145,15
256,195,10
237,766,54
293,397,81
260,866,69
325,423,48
212,852,3
375,496,54
377,149,9
317,805,49
291,943,45
351,466,18
378,318,9
303,225,21
249,658,71
368,130,65
363,516,24
345,710,60
384,1041,29
279,702,38
268,148,79
217,116,43
242,39,66
343,29,47
258,270,42
408,315,47
368,135,21
373,129,20
358,175,72
348,33,83
376,901,33
372,302,76
336,201,43
352,1099,26
422,143,13
323,790,33
288,38,3
262,77,30
382,53,34
307,10,37
402,930,66
228,340,2
359,157,11
391,1257,13
263,421,85
234,162,48
314,1107,7
287,167,5
425,496,83
417,220,48
369,415,60
236,570,10
240,32,56
365,986,3
303,229,82
409,27,16
338,652,41
415,101,45
245,820,52
232,484,84
332,151,59
423,1233,29
277,288,50
312,94,51
357,142,41
272,117,77
338,657,55
301,37,1
373,130,68
327,1046,59
232,485,66
393,247,11
291,945,70
251,248,53
355,287,34
387,164,44
424,62,52
408,319,39
294,15,38
373,133,39
318,122,55
267,216,54
360,4,72
225,105,57
432,11,79
365,991,24
339,870,63
274,263,71
276,113,50
288,39,72
220,105,8
425,498,79
231,651,71
341,324,77
243,141,49
320,37,66
395,16,47
432,14,60
431,165,56
329,954,29
376,903,13
387,169,79
335,583,55
305,488,30
287,170,21
374,38,43
262,81,66
387,173,16
284,473,13
256,199,66
275,180,40
424,63,72
280,508,81
374,41,28
232,488,18
355,288,1
258,275,84
322,347,28
377,153,84
328,28,67
438,173,69
233,170,66
254,339,87
332,152,55
252,243,40
356,118,8
248,203,69
385,150,9
375,500,28
385,151,18
244,402,23
361,196,42
331,483,39
349,1068,89
335,586,23
274,265,4
371,90,44
259,82,8
353,432,46
400,10,79
342,791,49
289,212,60
268,150,58
363,517,35
237,771,77
416,400,31
385,153,34
303,230,8
365,996,12
281,30,1
411,153,26
441,79,7
350,321,18
287,175,45
449,1202,72
433,879,66
267,220,54
401,443,32
362,153,86
303,232,40
418,122,2
351,467,18
245,823,8
439,67,81
237,776,76
240,33,14
405,45,63
394,106,56
343,31,72
259,83,55
345,713,31
440,554,6
407,182,46
429,151,16
323,793,11
256,202,40
300,54,55
270,314,3
238,40,71
270,318,90
267,222,43
288,40,3
416,402,35
303,235,29
410,220,85
371,93,4
352,1103,44
345,715,82
372,306,28
379,273,73
441,82,67
400,14,39
441,83,1
262,86,15
281,35,58
269,292,20
321,990,65
354,275,15
237,781,35
373,137,76
416,406,46
289,217,19
390,759,30
318,123,50
425,501,70
408,321,18
366,64,65
404,702,9
346,74,69
387,176,65
324,94,27
255,777,43
307,12,65
462,455,9
280,512,5
393,251,58
355,291,11
413,247,59
455,168,49
304,515,1
235,838,71
384,1042,24
411,154,6
355,295,44
341,329,27
260,867,1
334,799,65
401,444,68
255,782,54
462,460,65
333,226,81
408,326,93
316,937,7
296,124,51
393,254,50
238,41,30
343,35,63
348,38,47
464,300,55
383,525,79
383,526,15
326,672,80
283,170,68
264,771,35
293,399,49
424,66,46
333,229,31
442,104,30
422,147,45
296,128,70
289,218,30
322,348,40
244,406,8
396,347,14
368,137,42
413,250,50
329,955,22
280,516,5
378,323,14
312,99,44
454,345,24
281,37,70
457,116,65
371,95,45
251,253,38
376,906,22
457,117,94
281,39,80
446,439,28
340,464,67
395,20,66
266,979,65
359,158,77
462,464,51
377,154,22
267,227,95
266,982,84
288,44,61
413,252,95
321,992,37
438,176,1
458,698,44
304,519,27
354,280,67
283,173,38
409,30,71
373,139,43
432,17,38
429,153,73
271,100,7
446,443,6
248,204,9
381,89,63
277,290,15
441,85,62
439,71,31
392,363,95
467,174,62
464,303,42
477,116,67
252,245,15
411,158,38
349,1072,3
413,257,83
304,524,81
401,447,92
433,884,90
269,294,54
302,48,6
262,89,36
409,33,78
462,469,77
308,465,6
327,1049,15
428,168,6
300,58,55
333,233,97
361,201,10
289,223,17
332,153,7
355,297,96
330,187,78
254,340,89
355,298,50
434,1205,77
397,540,50
424,68,3
330,188,66
398,190,94
418,124,69
420,374,11
264,774,10
296,130,80
490,66,31
463,40,9
497,1510,82
420,378,75
336,202,97
378,328,5
323,795,33
409,37,62
414,1233,76
318,125,19
360,5,34
252,249,75
298,121,20
421,448,18
343,38,43
348,40,74
436,248,11
408,327,61
454,350,78
418,129,29
477,118,22
496,972,67
261,876,5
406,1365,73
260,872,27
328,31,18
483,168,97
331,488,79
334,804,28
253,42,4
433,886,93
298,122,59
393,257,76
405,47,8
272,122,101
490,68,88
487,66,89
306,201,82
379,276,27
361,205,36
288,48,55
484,913,78
492,290,13
470,66,92
500,24,85
312,100,16
381,90,68
315,807,23
310,151,86
276,117,20
258,280,69
305,492,67
434,1207,46
361,209,44
386,399,35
429,154,13
315,808,68
386,400,78
299,538,74
356,119,41
264,777,19
302,49,80
458,699,5
342,793,61
513,170,46
480,29,29
319,1081,9
412,340,98
368,140,35
292,513,59
285,324,54
410,223,54
398,195,99
514,769,37
374,45,56
269,298,58
302,51,71
298,124,12
466,285,81
289,227,63
266,985,55
513,175,70
346,77,78
427,366,60
269,303,6
305,497,37
427,367,34
304,528,93
276,120,58
392,367,66
284,477,70
291,949,63
317,806,69
314,1111,31
373,141,90
489,1378,9
293,400,101
414,1234,60
300,62,95
325,428,41
512,67,77
389,891,90
452,12,37
319,1084,54
295,386,66
374,47,94
486,1423,71
321,996,62
447,91,45
449,1203,80
489,1383,13
291,951,8
391,1261,89
500,25,56
494,1362,31
361,212,60
352,1105,61
501,173,56
519,833,98
332,155,30
499,498,30
273,29,93
518,64,53
401,448,73
501,176,59
527,494,18
389,896,91
406,1370,98
373,144,19
375,503,12
500,26,20
411,162,86
315,811,52
320,40,12
343,42,45
401,452,45
504,181,78
444,1172,106
374,49,25
480,31,49
495,725,30
388,152,21
441,86,51
505,30,80
323,798,86
439,75,93
491,43,22
286,852,55
415,106,99
482,27,77
296,131,82
377,158,68
297,129,17
311,331,62
339,872,14
358,180,36
346,79,70
504,182,37
316,942,13
418,133,65
501,181,15
394,108,102
505,31,2
357,145,77
289,232,53
403,22,86
445,26,64
292,514,95
296,136,15
505,35,89
444,1177,96
393,258,57
345,719,19
315,813,65
280,521,106
482,30,13
301,38,2
318,127,16
482,34,25
426,1167,103
446,446,25
278,673,34
430,1004,54
381,91,15
534,21,89
423,1236,73
524,315,66
321,1000,3
531,807,25
316,946,93
403,27,47
374,54,77
480,35,20
360,6,56
386,402,13
299,540,35
468,45,92
418,134,71
541,915,79
355,300,75
426,1168,14
380,642,73
462,470,18
432,19,51
391,1262,19
333,237,22
361,216,7
391,1263,83
311,336,78
344,268,33
316,949,64
369,418,87
458,700,88
347,412,101
484,914,16
280,523,26
314,1113,59
538,689,67
464,308,53
542,63,82
398,198,14
376,908,98
318,132,29
305,502,36
430,1008,11
543,192,94
426,1170,91
520,273,8
452,14,29
533,193,19
360,10,81
320,41,6
539,103,61
383,531,38
329,960,91
343,45,56
449,1204,89
489,1387,62
459,215,65
537,1013,109
432,21,39
393,260,96
457,121,20
454,352,55
370,224,11
353,434,83
527,499,52
357,150,88
358,184,51
505,36,106
552,552,75
469,1328,46
447,94,63
547,83,59
444,1180,13
549,783,106
496,977,40
374,56,77
313,19,20
509,581,77
531,812,68
372,311,22
346,80,67
385,154,81
380,645,22
331,489,107
550,125,72
424,72,66
534,25,107
343,46,24
526,705,85
331,492,61
302,53,1
321,1001,76
380,647,68
502,103,91
500,31,70
422,148,73
415,108,10
436,251,49
330,192,80
311,338,73
352,1106,77
351,470,36
310,152,81
397,543,35
414,1237,35
289,235,73
526,710,48
504,186,41
493,655,105
455,169,33
530,1097,96
419,1324,30
321,1005,29
353,437,52
492,292,97
467,177,109
430,1013,82
540,251,99
538,690,37
453,385,60
328,32,95
320,43,18
390,761,5
414,1241,90
317,809,5
385,156,99
378,329,75
311,342,87
556,1427,29
388,154,75
571,370,11
435,169,34
463,43,60
457,126,105
462,475,3
476,100,99
556,1429,69
307,15,34
369,422,100
429,157,86
312,105,85
555,269,71
377,162,38
558,700,37
562,1387,16
471,78,18
487,69,59
372,316,64
463,48,10
484,917,110
315,816,67
